Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KT253292,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/FO1E-F65/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253293,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2009,,"229E-related bat coronavirus isolate BtCoV/GB59-22/Hip_cf._rub/GHA/2009 RNA-dependent RNA polymerase gene, partial cds"
KT253294,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros abae,,2009,,"229E-related bat coronavirus isolate BtCoV/GB59-67/Hip_aba/GHA/2009 RNA-dependent RNA polymerase gene, partial cds"
KT253295,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2009,,"229E-related bat coronavirus isolate BtCoV/GB59-69/Hip_cf._rub/GHA/2009 RNA-dependent RNA polymerase gene, partial cds"
KT253296,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros abae,,2011,,"229E-related bat coronavirus isolate BtCoV/KW1E-F77/Hip_aba/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253297,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KW2E-F128/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253298,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KWTELE-13/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253299,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Hipposideros cf. ruber,,2011,,"229E-related bat coronavirus isolate BtCoV/KWTELE-9/Hip_cf._rub/GHA/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253300,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,United Kingdom: Great Britain,Homo sapiens,,1975,,"Human coronavirus 229E isolate HCoV-229E/human/GBR/KI/1975 RNA-dependent RNA polymerase gene, partial cds"
KT253301,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,United Kingdom: Great Britain,Homo sapiens,,1963,,"Human coronavirus 229E isolate HCoV-229E/human/GBR/LP/1963 RNA-dependent RNA polymerase gene, partial cds"
KT253302,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GER/100/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253303,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GER/101/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253304,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/1334/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253305,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/1337/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253306,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/1551/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253307,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/1812/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253308,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2011,,"Human coronavirus 229E isolate HCoV-229E/human/GER/373/2011 RNA-dependent RNA polymerase gene, partial cds"
KT253309,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/499/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253310,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GER/53/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253311,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/629/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253312,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Germany,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/GER/645/2010 RNA-dependent RNA polymerase gene, partial cds"
KT253313,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GHA/83/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253314,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GHA/860/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253315,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GHA/938/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253316,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GHA/939/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253317,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Ghana,Homo sapiens,,2008,,"Human coronavirus 229E isolate HCoV-229E/human/GHA/997/2008 RNA-dependent RNA polymerase gene, partial cds"
KT253318,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Hong Kong,Homo sapiens,,2002,,"Human coronavirus 229E isolate HCoV-229E/human/HKG/HK_2_26/2002 RNA-dependent RNA polymerase gene, partial cds"
KT253319,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Hong Kong,Homo sapiens,,2002,,"Human coronavirus 229E isolate HCoV-229E/human/HKG/HK_2_26B/2002 RNA-dependent RNA polymerase gene, partial cds"
KT253320,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Hong Kong,Homo sapiens,,2006,,"Human coronavirus 229E isolate HCoV-229E/human/HKG/HK_4_27/2006 RNA-dependent RNA polymerase gene, partial cds"
KT253321,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Hong Kong,Homo sapiens,,2002,,"Human coronavirus 229E isolate HCoV-229E/human/HKG/HK_5_10/2002 RNA-dependent RNA polymerase gene, partial cds"
KT253322,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Hong Kong,Homo sapiens,,2004,,"Human coronavirus 229E isolate HCoV-229E/human/HKG/HK_7_6/2004 RNA-dependent RNA polymerase gene, partial cds"
KT253323,,2015-10-26T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,816,GenBank,partial,,,"Corman,V.M., Baldwin,H.J., Fumie Tateno,A., Melim Zerbinati,R., Annan,A., Owusu,M., Nkrumah,E.E., Maganga,G.D., Oppong,S., Adu-Sarkodie,Y., Vallo,P., da Silva Filho,L.V., Leroy,E.M., Thiel,V., van der Hoek,L., Poon,L.L., Tschapka,M., Drosten,C., Drexler,J.F.",26378164,Netherlands,Homo sapiens,,2010,,"Human coronavirus 229E isolate HCoV-229E/human/NED/21050349/2010 RNA-dependent RNA polymerase gene, partial cds"
KM077069,,2015-07-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,961,GenBank,partial,,,"Talbot,K.B., Podsiad,A.B., Tollefson,S.J., Crowe,J.E., Edwards,K.M., Williams,J.V.",,USA,Homo sapiens,oronasopharynx,,,"Human coronavirus 229E isolate TN95_2-39 spike protein (S) gene, partial cds"
KM077070,,2015-07-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,961,GenBank,partial,,,"Talbot,K.B., Podsiad,A.B., Tollefson,S.J., Crowe,J.E., Edwards,K.M., Williams,J.V.",,USA,Homo sapiens,oronasopharynx,,,"Human coronavirus 229E isolate TN93_3-40 spike protein (S) gene, partial cds"
KM077071,,2015-07-01T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,961,GenBank,partial,,,"Talbot,K.B., Podsiad,A.B., Tollefson,S.J., Crowe,J.E., Edwards,K.M., Williams,J.V.",,USA,Homo sapiens,oronasopharynx,,,"Human coronavirus 229E isolate TN93_3-50 spike protein (S) gene, partial cds"
KP347630,,2015-06-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Zhao,Y., Lu,R., Tan,W.",,,,,,,"Human coronavirus 229E isolate sh2922 polyprotein 1ab (ORF1a/b) gene, partial cds"
KP347631,,2015-06-16T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Zhao,Y., Lu,R., Tan,W.",,,,,,,"Human coronavirus 229E isolate sh2933 polyprotein 1ab (ORF1a/b) gene, partial cds"
KP112147,,2015-03-11T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,426,GenBank,partial,,,"Sipulwa,L.A., Ongus,J.R., Coldren,R.L., Bulimo,W.D., Opot,B.H., Achilla,R.A.",26833249,Kenya,Homo sapiens,,2014-07-01,,"Human coronavirus 229E isolate HCOV/KENYA/002/2012 pol protein gene, partial cds"
KP112148,,2015-03-11T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,428,GenBank,partial,,,"Sipulwa,L.A., Ongus,J.R., Coldren,R.L., Bulimo,W.D., Opot,B.H., Achilla,R.A.",26833249,Kenya,Homo sapiens,,2014-07-01,,"Human coronavirus 229E isolate HCOV/KENYA/006/2009 pol protein gene, partial cds"
KP112149,,2015-03-11T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Sipulwa,L.A., Ongus,J.R., Coldren,R.L., Bulimo,W.D., Opot,B.H., Achilla,R.A.",26833249,Kenya,Homo sapiens,,2014-07-01,,"Human coronavirus 229E isolate HCOV/KENYA/009/2010 pol protein gene, partial cds"
KM676092,,2015-01-20T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,385,GenBank,partial,,,"Zhao,Y., Lu,R., Li,Y., Tan,W.",,China,Homo sapiens,,2014-05,,"Human coronavirus 229E isolate BJ298 ORF1a/b polyprotein gene, partial cds"
KJ866056,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2013-05-15,,"Human coronavirus 229E isolate CU-A54/2013 1ab polyprotein (1ab) gene, partial cds"
KJ866057,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2013-06-12,,"Human coronavirus 229E isolate CU-B8003/2013 1ab polyprotein (1ab) gene, partial cds"
KJ866058,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-02-04,,"Human coronavirus 229E isolate CU-CU331/2012 1ab polyprotein (1ab) gene, partial cds"
KJ866059,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-02-04,,"Human coronavirus 229E isolate CU-CU334/2012 1ab polyprotein (1ab) gene, partial cds"
KJ866060,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,411,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-05-22,,"Human coronavirus 229E isolate CU-CU359/2012 1ab polyprotein (1ab) gene, partial cds"
KJ866102,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1059,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2013-05-15,,"Human coronavirus 229E isolate CU-A54/2013 spike glycoprotein (S) gene, partial cds"
KJ866103,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1059,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2013-06-12,,"Human coronavirus 229E isolate CU-B8003/2013 spike glycoprotein (S) gene, partial cds"
KJ866104,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1059,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-02-04,,"Human coronavirus 229E isolate CU-CU331/2012 spike glycoprotein (S) gene, partial cds"
KJ866105,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1059,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-02-04,,"Human coronavirus 229E isolate CU-CU334/2012 spike glycoprotein (S) gene, partial cds"
KJ866106,,2014-11-30T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1059,GenBank,partial,,,"Soonnarong,R., Payungporn,S., Vichiwattana,P., Vuthitanachot,C., Vuthitanachot,V., Poovorawan,Y.",,Thailand,Homo sapiens,,2012-05-22,,"Human coronavirus 229E isolate CU-CU359/2012 spike glycoprotein (S) gene, partial cds"
LC005736,,2014-10-11T00:00:00Z,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,1098,GenBank,partial,,,"Matoba,Y., Aoki,Y., Tanaka,S., Yahagi,K., Itagaki,T., Matsuzaki,Y., Mizuta,K.",25702793,Japan:Yamagata,Homo sapiens,oronasopharynx,2008,,"Human coronavirus 229E N gene for nucleocapsid protein, partial cds, strain: 452-Yamagata-2008"
